c_ClaveProdServ,Descripción,Palabras similares,Material Peligroso,FechaInicioVigencia,FechaFinVigencia
50433809,Ajo solent blanco orgánico seco,,0,17/07/2024,
50433810,Ajo morado español orgánico seco,,0,17/07/2024,
50433811,Ajo valentina italiana orgánico seco,,0,17/07/2024,
50434100,Hierbas orgánicas secas,"Perejil orgánico seco, Yerbabuena o hierbabuena orgánica seca",0,17/07/2024,
50434101,Albahaca orgánica seca,,0,17/07/2024,
50434102,Laurel orgánico seco,,0,17/07/2024,
50434103,Borraja orgánica seca,,0,17/07/2024,
50434104,Alcaravea orgánica seca,,0,17/07/2024,
50434105,Perifollo orgánico seco,,0,17/07/2024,
50434106,Cilantro orgánico seco,,0,17/07/2024,
50434107,Chipolinos orgánico seco,,0,17/07/2024,
50434108,Hoja de curry orgánica seca,,0,17/07/2024,
50434109,Eneldo orgánico seco,,0,17/07/2024,
50434110,Epazote orgánico seco,,0,17/07/2024,
50434111,Fenogreco orgánico seco,,0,17/07/2024,
50434112,Limonaria orgánica seca,Té de limón orgánico seco,0,17/07/2024,
50434113,Mejorana orgánica seca,,0,17/07/2024,
50434114,Menta orgánica seca,,0,17/07/2024,
50434115,Orégano orgánico seco,,0,17/07/2024,
50434116,Pápalo orgánico seco,,0,17/07/2024,
50434117,Pápalo delgado orgánico seco,,0,17/07/2024,
50434118,Perilla orgánica seca,Albahaca japonesa orgánica seca,0,17/07/2024,
50434119,Recao  orgánico seco,,0,17/07/2024,
50434120,Romero orgánico seco,,0,17/07/2024,
50434121,Salvia orgánica seca,,0,17/07/2024,
50434122,Salsifí orgánica seca,Barba cabruna orgánica seca,0,17/07/2024,
50434123,Satureja orgánica seca,Ajedreas  orgánica seca,0,17/07/2024,
50434124,Estragón orgánico seco,Tarragón  orgánico seco,0,17/07/2024,
50434125,Tomillo orgánico seco,,0,17/07/2024,
50434126,Tumeric orgánico seco,Cúrcuma orgánica seca,0,17/07/2024,
50434127,Verdolaga orgánica seca,,0,17/07/2024,
50435200,Cebollas orgánicas secas,,0,17/07/2024,
50435201,Cebolla albion orgánica seca,,0,17/07/2024,
50435202,Cebolla alisia craig orgánica seca,,0,17/07/2024,
50435203,Cebolla hirviendo orgánica seca,,0,17/07/2024,
50435204,Cebolla bufalo orgánica seca,,0,17/07/2024,
50435205,Cebolla bulbo orgánica seca,,0,17/07/2024,
50435206,Cebolla cremosa orgánica seca,,0,17/07/2024,
50435207,Cebolla amarillo expreso o – x orgánica seca,,0,17/07/2024,
50435208,Cebolla kelsae orgánica seca,,0,17/07/2024,
50435209,Cebolla gigante marshal globo fen orgánica seca,,0,17/07/2024,
50435210,Cebolla perla orgánica seca,,0,17/07/2024,
50435211,Cebolla baron rojo orgánica seca,,0,17/07/2024,
50435212,Cebolla roja orgánica seca,Cebolla morada orgánica seca,0,17/07/2024,
50435213,Cebolla rijnsberger orgánica seca,,0,17/07/2024,
50435214,Cebolla senshyu semi – globo amarillo orgánica seca,,0,17/07/2024,
50435215,Cebolla sturon orgánica seca,,0,17/07/2024,
50435216,Cebolla sturgatter orgánica seca,,0,17/07/2024,
50435217,Cebolla dulce orgánica seca,,0,17/07/2024,
50435218,Cebolla torpedo o rojo italiana orgánica seca,,0,17/07/2024,
50435219,Cebolla roja guardada orgánica seca,,0,17/07/2024,
50435220,Cebolla blanca guardada orgánica seca,,0,17/07/2024,
50435221,Cebolla amarilla guardada orgánica seca,,0,17/07/2024,
50435800,Vegetales marinos orgánicos secos,,0,17/07/2024,
50435801,Agar-agar orgánico seco,,0,17/07/2024,
50435802,Arame  orgánica seca,,0,17/07/2024,
50435803,Alga dulce orgánica seca,,0,17/07/2024,
50435804,Habichuelas vert de mer orgánica seca,,0,17/07/2024,
50435805,Hijiki orgánica seca,,0,17/07/2024,
50435806,Musgo irlandés orgánica seca,,0,17/07/2024,
50435807,Quelpo orgánico seco,,0,17/07/2024,
50435808,Laver orgánico seco,,0,17/07/2024,
50435809,Nori orgánico seco,,0,17/07/2024,
50435810,Alga roja orgánica seca,,0,17/07/2024,
50435811,Kale de mar orgánica seca,,0,17/07/2024,
50435812,Lechuga de mar orgánica seca,,0,17/07/2024,
50435813,Algas de mar orgánica seca,,0,17/07/2024,
50435814,Spirulina orgánica seca,,0,17/07/2024,
50435815,Susabi nuri orgánica seca,,0,17/07/2024,
50435816,Wakame orgánica seca,,0,17/07/2024,
50436800,Vegetales Nominant orgánicos secos,"Vegetales predominantes orgánicos secos, Nopal orgánico seco",0,17/07/2024,
50436801,Alfalfa orgánica seca,,0,17/07/2024,
50436802,Hojas de aloe orgánica seca,"Hoja de sábila orgánica seca, Penca de sábila orgánica seca",0,17/07/2024,
50436803,Apio orgánico seco,,0,17/07/2024,
50436804,Arrurruz orgánica seca,,0,17/07/2024,
50436805,Punta de flecha orgánica seca,Sagittaria orgánica seca,0,17/07/2024,
50436806,rúcula orgánica seca,,0,17/07/2024,
50436807,Arum orgánica seca,Taro orgánico seco,0,17/07/2024,
50436808,Raíz de bambú orgánica seca,,0,17/07/2024,
50436809,Hojas de plátano orgánica seca,,0,17/07/2024,
50436810,Batatas orgánica seca,,0,17/07/2024,
50436811,Brotes de frijol orgánicos secos,,0,17/07/2024,
50436812,Top de remolacha orgánica seca,Betabel orgánico seco,0,17/07/2024,
50436813,Melón agrio orgánico seco,Balsamina orgánica seca,0,17/07/2024,
50436814,Bayas de alcaparra orgánicas secas,,0,17/07/2024,
50436815,Carob orgánico seco,Algarrobo orgánico seco,0,17/07/2024,
50436816,Cha-om orgánico seco,,0,17/07/2024,
50436817,Chayote o guatila orgánico seco,,0,17/07/2024,
50436818,Garbanzo orgánico seco,,0,17/07/2024,
50436819,Verde de crisantemos orgánico seco,,0,17/07/2024,
50436820,Verde de diente de león orgánico seco,,0,17/07/2024,
50436821,Diente de león orgánico seco,,0,17/07/2024,
50436822,Dasheen orgánico seco,,0,17/07/2024,
50436823,Puntas de alverja orgánico seco,,0,17/07/2024,
50436824,Diakon orgánico seco,Rábano orgánico seco,0,17/07/2024,
50436825,Donqua orgánica seca,Ginseng hembra orgánica seca,0,17/07/2024,
50436826,Helecho orgánico seco,Brotes de helecho orgánico seco,0,17/07/2024,
50436827,Gai choi orgánico seco,Mostaza castaña orgánica seca,0,17/07/2024,
50436828,Gailon orgánico seco,Brécol chino orgánico seco,0,17/07/2024,
50436829,Galanga orgánica seca,Jengibre azul orgánico seco,0,17/07/2024,
50436830,Raíz de jengibre orgánica seca,,0,17/07/2024,
50436831,Gobo orgánico seco,Garduña orgánica seca,0,17/07/2024,
50436832,Brote de lúpulo orgánico seco,,0,17/07/2024,
50436833,Rabano blanco orgánico seco,Rábano de caballo orgánico seco,0,17/07/2024,
50436834,Jicama orgánica seca,,0,17/07/2024,
50436835,Kuduz orgánica seca,Kudzu orgánico seco,0,17/07/2024,
50436836,Bulbo de margarita orgánico seco,Bulbo de lili chino orgánico seco,0,17/07/2024,
50436837,Linkok orgánico seco,,0,17/07/2024,
50436838,Lo bok orgánico seco,,0,17/07/2024,
50436839,Frijol largo orgánico seco,Fríjol serpiente orgánico seco,0,17/07/2024,
50436840,Raíz de lotus orgánico seco,Rosa del Nilo orgánica seca,0,17/07/2024,
50436841,Hojas de maguey orgánica seca,"Hoja de agave orgánica seca, Penca de maguey orgánica seca",0,17/07/2024,
50436842,Mallows orgánico seco,Malva orgánica seca,0,17/07/2024,
50436843,Sapote mamey orgánico seco,Mamey orgánico seco,0,17/07/2024,
50436844,Moap orgánico seco,,0,17/07/2024,
50436845,Moo orgánico seco,,0,17/07/2024,
50436846,Moqua orgánica seca,,0,17/07/2024,
50436847,Opos orgánicos secos,,0,17/07/2024,
50436848,Corazon de palma orgánico seco,Palmito orgánico seco,0,17/07/2024,
50436849,Paprika orgánica seca,,0,17/07/2024,
50436850,Purslane orgánica seca,Verdolaga orgánica seca,0,17/07/2024,
50436851,Raddichios orgánica seca,Achicoria morada orgánica seca,0,17/07/2024,
50436852,Sinquas orgánica seca,Zapallo orgánico seco,0,17/07/2024,
50436853,Frijol de soya orgánicos secos,,0,17/07/2024,
50436854,Spoonwart orgánico seco,Hierba del escorbuto orgánica seca,0,17/07/2024,
50436855,Uva tassele hyacinth orgánico seco,,0,17/07/2024,
50436856,Taro orgánico seco,Tales orgánica seca,0,17/07/2024,
50436857,Hoja de taro orgánica seca,,0,17/07/2024,
50436858,Tallo de taro orgánico seco,,0,17/07/2024,
50436859,Tapeguaje orgánico seco,,0,17/07/2024,
50436860,Verde tierno orgánico seco,,0,17/07/2024,
50436861,Tindora orgánico seco,,0,17/07/2024,
50436862,Árbol de cebolla orgánico seco,Cebollas egipcias orgánica seca,0,17/07/2024,
50436863,Udo orgánico seco,,0,17/07/2024,
50436864,Agua castaño orgánico seco,Castaña de agua china orgánica seca,0,17/07/2024,
50436865,Yumpi orgánico seco,Akankong orgánico seco,0,17/07/2024,
50436866,Yautia orgánico seco,Mapuey orgánico seco,0,17/07/2024,
50436867,Yu choy orgánico seco,,0,17/07/2024,
50436868,Yuca orgánica seca,,0,17/07/2024,
50441700,Aguacates congelados,,0,17/07/2024,
50441701,Aguacate ajax b – 7 congelado,,0,17/07/2024,
50441702,Aguacate arue congelado,,0,17/07/2024,
50441703,Aguacate bacon congelado,,0,17/07/2024,
50441704,Aguacate benik congelado,,0,17/07/2024,
50441705,Aguacate bernecker congelado,,0,17/07/2024,
50441706,Aguacate beta congelado,,0,17/07/2024,
50441707,Aguacate biondo congelado,,0,17/07/2024,
50441708,Aguacate príncipe negro congelado,,0,17/07/2024,
50441709,Aguacate blair congelado,,0,17/07/2024,
50441710,Aguacate blair cabina congelado,,0,17/07/2024,
50441711,Aguacate cabina 1 congelado,,0,17/07/2024,
50441712,Aguacate cabina 3 congelado,,0,17/07/2024,
50441713,Aguacate cabina 5 congelado,,0,17/07/2024,
50441714,Aguacate cabina 7 congelado,,0,17/07/2024,
50441715,Aguacate cabina 8 congelado,,0,17/07/2024,
50441716,Aguacate brooks 1978 congelado,,0,17/07/2024,
50441717,Aguacate brookslate congelado,,0,17/07/2024,
50441718,Aguacate california haas congelado,,0,17/07/2024,
50441719,Aguacate catalina congelado,,0,17/07/2024,
50441720,Aguacate chica congelado,,0,17/07/2024,
50441721,Aguacate choquette congelado,,0,17/07/2024,
50441722,Aguacate cristina congelado,,0,17/07/2024,
50441723,Aguacate collison congelado,,0,17/07/2024,
50441724,Aguacate donnie congelado,,0,17/07/2024,
50441725,Aguacate dr dupis numero 2 congelado,,0,17/07/2024,
50441726,Aguacate dr. dupie  congelado,,0,17/07/2024,
50441727,Aguacate ettinger congelado,,0,17/07/2024,
50441728,Aguacate fuch congelado,,0,17/07/2024,
50441729,Aguacate fuch gwen congelado,,0,17/07/2024,
50441730,Aguacate fuerte congelado,,0,17/07/2024,
50441731,Aguacate gotham congelado,,0,17/07/2024,
50441732,Aguacate gossman congelado,,0,17/07/2024,
50441733,Aguacate guatemala sin pepa congelado,,0,17/07/2024,
50441734,Aguacate hall congelado,,0,17/07/2024,
50441735,Aguacate hardee congelado,,0,17/07/2024,
50441736,Aguacate haas congelado,,0,17/07/2024,
50441737,Aguacate herman congelado,,0,17/07/2024,
50441738,Aguacate hickson congelado,,0,17/07/2024,
50441739,Aguacate k-5 congelado,,0,17/07/2024,
50441740,Aguacate k- 9 congelado,,0,17/07/2024,
50441741,Aguacate cordero haas congelado,,0,17/07/2024,
50441742,Aguacate leona congelado,,0,17/07/2024,
50441743,Aguacate leona linda congelado,,0,17/07/2024,
50441744,Aguacate lisa p congelado,,0,17/07/2024,
50441745,Aguacate lisa loretta congelado,,0,17/07/2024,
50441746,Aguacate loretta congelado,,0,17/07/2024,
50441747,Aguacate lula congelado,,0,17/07/2024,
50441748,Aguacate lula mascarthur congelado,,0,17/07/2024,
50441749,Aguacate marcus congelado,,0,17/07/2024,
50441750,Aguacate melendez congelado,,0,17/07/2024,
50441751,Aguacate meya congelado,,0,17/07/2024,
50441752,Aguacate miguel p congelado,,0,17/07/2024,
50441753,Aguacate monroe congelado,,0,17/07/2024,
50441754,Aguacate murrieta verde congelado,,0,17/07/2024,
50441755,Aguacate nabal congelado,,0,17/07/2024,
50441756,Aguacate nadir congelado,,0,17/07/2024,
50441757,Aguacate nesbitt congelado,,0,17/07/2024,
50441758,Aguacate peterson congelado,,0,17/07/2024,
50441759,Aguacate pinelli congelado,,0,17/07/2024,
50441760,Aguacate pinkerton congelado,,0,17/07/2024,
50441761,Aguacate pollock congelado,,0,17/07/2024,
50441762,Aguacate puebla congelado,,0,17/07/2024,
50441763,Aguacate reed congelado,,0,17/07/2024,
50441764,Aguacaterue congelado,,0,17/07/2024,
50441765,Aguacateruehle congelado,,0,17/07/2024,
50441766,Aguacate ryan congelado,,0,17/07/2024,
50441767,Aguacate semil congelado,,0,17/07/2024,
50441768,Aguacate semil 43 congelado,,0,17/07/2024,
50441769,Aguacate simonds congelado,,0,17/07/2024,
50441770,Aguacate simpson congelado,,0,17/07/2024,
50441771,Aguacate taylor congelado,,0,17/07/2024,
50441772,Aguacate tonelada congelado,,0,17/07/2024,
50441773,Aguacate torre congelado,,0,17/07/2024,
50441774,Aguacate torre li congelado,,0,17/07/2024,
50441775,Aguacate trapp congelado,,0,17/07/2024,
50441776,Aguacate semilla de caribe congelado,,0,17/07/2024,
50441777,Aguacate wagner congelado,,0,17/07/2024,
50441778,Aguacate waldin congelado,,0,17/07/2024,
50441779,Aguacate wurtz congelado,,0,17/07/2024,
50441780,Aguacate zio p congelado,,0,17/07/2024,
50441781,Aguacate ziu congelado,,0,17/07/2024,
50441782,Aguacate zultano congelado,,0,17/07/2024,
50442000,Brócolis  congeladas,,0,17/07/2024,
50442001,Brócolini congelado,,0,17/07/2024,
50442002,Brócoli romanesco congelado,,0,17/07/2024,
50442003,Brócoli raab congelado,,0,17/07/2024,
50442004,Brócoli chino congelado,,0,17/07/2024,
50442500,Zanahorias  congeladas,,0,17/07/2024,
50442501,Zanahoria amsterdam congelada,,0,17/07/2024,
50442502,Zanahoria rey de otoño congelada,,0,17/07/2024,
50442503,Zanahoria berlicum congelada,,0,17/07/2024,
50442504,Zanahoria chantenay congelada,,0,17/07/2024,
50442505,Zanahoria nantes congelada,,0,17/07/2024,
50442506,Zanahoria mercado de parís congelada,,0,17/07/2024,
50442600,Coliflores  congeladas,,0,17/07/2024,
50442601,Coliflor todo el año  congelada,,0,17/07/2024,
50442602,Coliflor alverda congelada,,0,17/07/2024,
50442603,coliflor otoño gigante 3 congelada,,0,17/07/2024,
50442604,Coliflo rdok elgon congelada,,0,17/07/2024,
50442605,Coliflor bola de nieve temprana congelada,,0,17/07/2024,
50442606,Coliflor luz de lima congelada,,0,17/07/2024,
50442607,Coliflor minaret congelada,,0,17/07/2024,
50442608,Coliflor buque de naranja congelada,,0,17/07/2024,
50442609,Coliflor capa morada congelada,,0,17/07/2024,
50442610,Coliflor bola de nieve congelada,,0,17/07/2024,
50442611,Coliflor invierno walcheren 3 congelada,,0,17/07/2024,
50442612,Coliflor piedra blanca congelada,,0,17/07/2024,
50443200,Maíces congelados,,0,17/07/2024,
50443201,Maíz aloha congelado,,0,17/07/2024,
50443202,Maíz alpine congelado,,0,17/07/2024,
50443203,Maíz ambrosia congelado,,0,17/07/2024,
50443204,Maíz argent congelado,,0,17/07/2024,
50443205,Maíz aspen congelado,,0,17/07/2024,
50443206,Maíz avalancha congelado,,0,17/07/2024,
50443207,Maíz biqueen congelado,,0,17/07/2024,
50443208,Maíz  bodacious congelado,,0,17/07/2024,
50443209,Maíz  mantequilla y azúcar congelado,,0,17/07/2024,
50443210,Maíz  calico belle congelado,,0,17/07/2024,
50443211,Maíz  camelot congelado,,0,17/07/2024,
50443212,Maíz  challengercrisp ‘n dulce congelado,,0,17/07/2024,
50443213,Maíz  campeón congelado,,0,17/07/2024,
50443214,Maíz  algodón de azúcar congelado,,0,17/07/2024,
50443215,Maíz  dártagnan congelado,,0,17/07/2024,
50443216,Maíz  dazzle congelado,,0,17/07/2024,
50443217,Maíz  diamante y oro congelado,,0,17/07/2024,
50443218,Maíz  divinidad congelado,,0,17/07/2024,
50443219,Maíz  delicia doble congelado,,0,17/07/2024,
50443220,Maíz  gema doble congelado,,0,17/07/2024,
50443221,Maíz  earlivee congelado,,0,17/07/2024,
50443222,Maíz  temprano extra dulce congelado,,0,17/07/2024,
50443223,Maíz excel congelado,,0,17/07/2024,
50443224,Maíz  cruz dorada bantam congelado,,0,17/07/2024,
50443225,Maíz  miel y crema congelado,,0,17/07/2024,
50443226,Maíz  miel y perla congelado,,0,17/07/2024,
50443227,Maíz  miel dulce congelado,,0,17/07/2024,
50443228,Maíz  hudson congelado,,0,17/07/2024,
50443229,Maíz  dorado illini congelado,,0,17/07/2024,
50443230,Maíz  illini extra dulce congelado,,0,17/07/2024,
50443231,Maíz  increíble congelado,,0,17/07/2024,
50443232,Maíz  lochief congelado,,0,17/07/2024,
50443233,Maíz jubileo congelado,,0,17/07/2024,
50443234,Maíz jupbileo super dulce congelado,,0,17/07/2024,
50443235,Maíz  confite korn congelado,,0,17/07/2024,
50443236,Maíz  beso y acuso congelado,,0,17/07/2024,
50443237,Maíz  lancelot congelado,,0,17/07/2024,
50443238,Maíz dulce maple congelado,,0,17/07/2024,
50443239,Maíz  medley congelado,,0,17/07/2024,
50443240,Maíz merlin congelado,,0,17/07/2024,
50443241,Maíz milagro congelado,,0,17/07/2024,
50443242,Maíz nk – 199 congelado,,0,17/07/2024,
50443243,Maíz durazno y crema congelado,,0,17/07/2024,
50443244,Maíz blanco perla congelado,,0,17/07/2024,
50443245,Maíz  pegasus congelado,,0,17/07/2024,
50443246,Maíz  fenomenal congelado,,0,17/07/2024,
50443247,Maíz  dama de platino congelado,,0,17/07/2024,
50443248,Maíz  precioso congelado,,0,17/07/2024,
50443249,Maíz   pristine congelado,,0,17/07/2024,
50443250,Maíz  rápido congelado,,0,17/07/2024,
50443251,Maíz  radiante congelado,,0,17/07/2024,
50443252,Maíz  seneca brave congelado,,0,17/07/2024,
50443253,Maíz  amanecer seneca congelado,,0,17/07/2024,
50443254,Maíz  horizonte seneca congelado,,0,17/07/2024,
50443255,Maíz  brillo de estrella seneca congelado,,0,17/07/2024,
50443256,Maíz  noche blanca seneca congelado,,0,17/07/2024,
50443257,Maíz  showcase congelado,,0,17/07/2024,
50443258,Maíz  reina plateada congelado,,0,17/07/2024,
50443259,Maíz  bella nieve congelado,,0,17/07/2024,
50443260,Maíz nieve de primavera congelado,,0,17/07/2024,
50443261,Maíz  premio de primavera congelado,,0,17/07/2024,
50443262,Maíz  azúcar y oro congelado,,0,17/07/2024,
50443263,Maíz rollo de azúcar congelado,,0,17/07/2024,
50443264,Maíz nieve de azúcar congelado,,0,17/07/2024,
50443265,Maíz baile de sol congelado,,0,17/07/2024,
50443266,Maíz estrella tell congelado,,0,17/07/2024,
50443267,Maíz terminador congelado,,0,17/07/2024,
50443268,Maíz tesoro congelado,,0,17/07/2024,
50443269,Maíz tuxedo congelado,,0,17/07/2024,
50445200,Cebollas congeladas,,0,17/07/2024,
50445201,Cebolla albion congelada,,0,17/07/2024,
50445202,Cebolla alisia craig congelada,,0,17/07/2024,
50445203,Cebolla hirviendo congelada,,0,17/07/2024,
50445204,Cebolla bufalo congelada,,0,17/07/2024,
50445205,Cebolla bulbo congelada,,0,17/07/2024,
50445206,Cebolla cremosa congelada,,0,17/07/2024,
50445207,Cebolla amarillo expreso o – x congelada,,0,17/07/2024,
50445208,Cebolla kelsae congelada,,0,17/07/2024,
50445209,Cebolla gigante marshal globo fen congelada,,0,17/07/2024,
50445210,Cebolla perla congelada,,0,17/07/2024,
50445211,Cebolla baron rojo congelada,,0,17/07/2024,
50445212,Cebolla roja congelada,Cebolla morada congelada,0,17/07/2024,
50445213,Cebolla rijnsberger congelada,,0,17/07/2024,
50445214,Cebolla senshyu semi – globo amarillo congelada,,0,17/07/2024,
50445215,Cebolla sturon congelada,,0,17/07/2024,
50445216,Cebolla sturgatter congelada,,0,17/07/2024,
50445217,Cebolla dulce congelada,,0,17/07/2024,
50445218,Cebolla torpedo o rojo italiana congelada,,0,17/07/2024,
50445219,Cebolla roja guardada congelada,,0,17/07/2024,
50445220,Cebolla blanca guardada congelada,,0,17/07/2024,
50445221,Cebolla amarilla guardada congelada,,0,17/07/2024,
50445500,Pimientos congelados,Chiles congelados,0,17/07/2024,
50445501,Pimentón ají congelado,Ají congelado,0,17/07/2024,
50445502,Pimentón  árbol congelado,Chile de árbol congelado,0,17/07/2024,
50445503,Pimentón queso congelado,,0,17/07/2024,
50445504,Pimentón chilaca congelado,Chilaca congelado,0,17/07/2024,
50445505,Pimentón cubanelles congelado,Chile cubanelle o pimienta italiana congelada,0,17/07/2024,
50445506,Pimentón fresno congelado,Chile fresno congelado,0,17/07/2024,
50445507,Pimentón kapia congelado,Chile kapia congelado,0,17/07/2024,
50445508,Pimentón coreano congelado,Chile cheongyang congelado,0,17/07/2024,
50445509,Pimentón manzano congelado,Chile manzano o de cera congelado,0,17/07/2024,
50445510,Pimentón melrose congelado,,0,17/07/2024,
50445511,Pimentón chile amarillo congelado,Chile peruano amarillo congelado,0,17/07/2024,
50445512,Pimentón aji dulce congelado,Ají dulce congelado,0,17/07/2024,
50445513,Pimentón anaheim congelado,,0,17/07/2024,
50445514,Pimentón ancho congelado,Chile ancho o mulato congelado,0,17/07/2024,
50445515,Pimentón campana congelado,Chile campana congelado,0,17/07/2024,
50445516,Pimentón cascabel congelado,Chile cascabel congelado,0,17/07/2024,
50445517,Pimentón cayenne congelado,Pimienta de Cayena o roja congelada,0,17/07/2024,
50445518,Pimentón anfitrión cereza congelado,,0,17/07/2024,
50445519,Pimentón chitespin congelado,Chile chiltepín congelado,0,17/07/2024,
50445520,Pimentón dedo picante congelado,Chile Jwala congelado,0,17/07/2024,
50445521,Pimentón guajillo congelado,Chile guajillo congelado,0,17/07/2024,
50445522,Pimentón guerro congelado,Chile güero congelado,0,17/07/2024,
50445523,Pimentón habanero congelado,Chile habanero congelado,0,17/07/2024,
50445524,Pimentón cera de hungria congelado,Pimentón húngaro congelado,0,17/07/2024,
50445525,Pimentón jalapeño congelado,"Chile cuaresmeño congelado, Chile jalapeño, seco es chipotle o morita congelado",0,17/07/2024,
50445526,Pimentón picante largo congelado,Chile cola de rata congelado,0,17/07/2024,
50445527,Pimentón marasol congelado,Chile mirasol congelado,0,17/07/2024,
50445528,Pimentón pasilla congelado,Chile pasilla congelado,0,17/07/2024,
50445529,Pimentón peperoncini congelado,,0,17/07/2024,
50445530,Pimentón pequin congelado,Chile piquín congelado,0,17/07/2024,
50445531,Pimentón pimiento congelado,Pimiento morrón congelado,0,17/07/2024,
50445532,Pimentón poblano congelado,Chile poblano congelado,0,17/07/2024,
50445533,Pimentón scotch bonnet congelado,Pimientos Bonney o rojos Caribe congelado,0,17/07/2024,
50445534,Pimentón serrano congelado,"Chile serrano congelado, Chile verde congelado",0,17/07/2024,
50445535,Pimentón tabasco congelado,Chile tabasco congelado,0,17/07/2024,
50445536,Pimentón tai  congelado,Chile ojo de pájaro congelado,0,17/07/2024,
50445537,Pimentón tepin congelado,Chile mosquito o catarina congelado,0,17/07/2024,
50445600,Papas congeladas,,0,17/07/2024,
50445601,Papa blanca larga congelada,,0,17/07/2024,
50445602,Papa redonda blanca congelada,,0,17/07/2024,
50445603,Papa redonda roja congelada,Papa de cambray congelada,0,17/07/2024,
50445604,Papa  russet congelada,,0,17/07/2024,
50445605,Papa morada congelada,,0,17/07/2024,
50445606,Papa amarilla congelada,,0,17/07/2024,
50445607,Papa nueva congelada,,0,17/07/2024,
50445608,Papa especial congelada,,0,17/07/2024,
50445609,Papa coctel congelada,,0,17/07/2024,
50445610,Papa peruanita congelada,,0,17/07/2024,
50445611,Papa huayro congelada,,0,17/07/2024,
50446200,Calabazas congeladas,,0,17/07/2024,
50446201,Calabaza boston congelada,,0,17/07/2024,
50446202,Calabaza buttemut congelada,,0,17/07/2024,
50446203,Calabaza costata romanesca congelada,,0,17/07/2024,
50446204,Calabaza crookneck congelada,,0,17/07/2024,
50446205,Calabaza  cucuzza congelada,,0,17/07/2024,
50446206,Calabaza  delicata congelada,,0,17/07/2024,
50446207,Calabaza  delisioso congelada,,0,17/07/2024,
50446208,Calabaza verano dorado cuello torcido congelada,,0,17/07/2024,
50446209,Calabaza prolífico temprano cuello recto congelada,,0,17/07/2024,
50446210,Calabaza  oro congelada,,0,17/07/2024,
50446211,Calabaza  jack pequeño congelada,,0,17/07/2024,
50446212,Calabaza  campo de kentucky congelada,,0,17/07/2024,
50446213,Calabaza marrow congelada,,0,17/07/2024,
50446214,Calabaza  medio oriente congelada,,0,17/07/2024,
50446215,Calabaza  miniatura congelada,,0,17/07/2024,
50446216,Calabaza  orangetti congelada,,0,17/07/2024,
50446217,Calabaza pattypan congelada,,0,17/07/2024,
50446218,Calabaza  rondini congelada,,0,17/07/2024,
50446219,Calabaza  redonda congelada,,0,17/07/2024,
50446220,Calabaza  espagueti congelada,,0,17/07/2024,
50446221,Calabaza  estripeti congelada,,0,17/07/2024,
50446222,Calabaza  molde dulce congelada,,0,17/07/2024,
50446223,Calabaza  empanada dulce congelada,,0,17/07/2024,
50446224,Calabaza  premio triple  congelada,,0,17/07/2024,
50446225,Calabaza waltham butternut congelada,,0,17/07/2024,
50446226,Calabaza  arbusto scallop amarillo congelada,,0,17/07/2024,
50446227,Calabaza cuello recto amarillo congelada,,0,17/07/2024,
50446228,Calabaza zafiro congelada,,0,17/07/2024,
50446229,Calabaza zucchini congelada,,0,17/07/2024,
50446800,Vegetales Nominant congelados,"Vegetales predominantes congelados, Nopal congelado",0,17/07/2024,
50446801,Alfalfa congelada,,0,17/07/2024,
50446802,Hojas de aloe congelada,"Hoja de sábila congelada, Penca de sábila congelada",0,17/07/2024,
50446803,Apio congelado,,0,17/07/2024,
50446804,Arrurruz congelada,,0,17/07/2024,
50446805,Punta de flecha congelada,Sagittaria congelada,0,17/07/2024,
50446806,rúcula congelada,,0,17/07/2024,
50446807,Arum congelada,Taro congelado,0,17/07/2024,
50446808,Raíz de bambú congelada,,0,17/07/2024,
50446809,Hojas de plátano congelada,,0,17/07/2024,
50446810,Batatas congelada,,0,17/07/2024,
50446811,Brotes de frijol congelados,,0,17/07/2024,
50446812,Top de remolacha congelada,Betabel congelado,0,17/07/2024,
50446813,Melón agrio congelado,Balsamina congelada,0,17/07/2024,
50446814,Bayas de alcaparra congeladas,,0,17/07/2024,
50446815,Carob congelado,Algarrobo congelado,0,17/07/2024,
50446816,Cha-om congelado,,0,17/07/2024,
50446817,Chayote o guatila congelado,,0,17/07/2024,
50446818,Garbanzo congelado,,0,17/07/2024,
50446819,Verde de crisantemos congelado,,0,17/07/2024,
50446820,Verde de diente de león congelado,,0,17/07/2024,
50446821,Diente de león congelado,,0,17/07/2024,
50446822,Dasheen congelado,,0,17/07/2024,
50446823,Puntas de alverja congelado,,0,17/07/2024,
50446824,Diakon congelado,Rábano congelado,0,17/07/2024,
50446825,Donqua congelada,Ginseng hembra congelada,0,17/07/2024,
50446826,Helecho congelado,Brotes de helecho congelado,0,17/07/2024,
50446827,Gai choi congelado,Mostaza castaña congelada,0,17/07/2024,
50446828,Gailon congelado,Brécol chino congelado,0,17/07/2024,
50446829,Galanga congelada,Jengibre azul congelado,0,17/07/2024,
50446830,Raíz de jengibre congelada,,0,17/07/2024,
50446831,Gobo congelado,Garduña congelada,0,17/07/2024,
50446832,Brote de lúpulo congelado,,0,17/07/2024,
50446833,Rabano blanco congelado,Rábano de caballo congelado,0,17/07/2024,
50446834,Jicama congelada,,0,17/07/2024,
50446835,Kuduz congelada,Kudzu congelado,0,17/07/2024,
